segment_id,time_to_eruption
1136037770,12262005
1969647810,32739612
1895879680,14965999
2068207140,26469720
192955606,31072429
1640671020,22264866
288840453,34952168
1162441568,9504818
1791400073,11719563
2059516238,11629084
591342465,43069893
1307215143,40763190
995888455,529841
874143536,925464
573797974,18448502
661349045,1096562
98049952,16644956
139656908,46573581
260955881,6277972
859183068,10412406
952401993,18193401
511978994,25418076
1003154738,1891688
1225949488,3600069
1581535482,47810569
1961905320,23494242
1798529911,5142989
1809144248,4931804
1826631403,1846267
1847054966,34371250
2072789669,17866148
1049342028,20039978
1087653736,15126522
678169850,17808441
823017486,6227679
1098612833,32331124
2102366851,1993608
1537766774,41038586
1243491909,10349522
794676693,44476899
1090755834,7412828
914704761,4282611
978309515,20364404
1557614721,23711741
1663507226,40819831
536501947,43098610
1918352299,25014032
1413955161,6955341
176160971,28425095
1201950963,4716683
1899738295,31368571
1737493119,3544851
1202935850,4208163
1728354879,26997712
1324761660,6732691
1381856680,28256064
1740565995,28152400
696971052,33561672
1804779174,25240759
1937012872,37178418
1592618501,34021266
155056884,7914663
672285731,29786268
1750688026,11802407
932998594,15898458
211419569,35662591
1890593527,5734891
1111981902,40140117
1456047002,11002440
2088969715,6792416
1160064144,21021604
1158288485,31005903
798681796,42496889
92541280,27256080
1317554940,28574695
1038903770,12844995
958203396,31020902
1622981665,22494834
685475461,5453412
742086401,40875911
1002575641,9924307
2124458115,36668090
1051215459,39027962
713667596,27769677
2073948542,18701561
1858051447,5739511
1307328343,45421344
1738967219,22805350
1986171846,21903369
349291703,14964357
1655117264,17587182
1486668961,5813305
1328518626,24795441
986058423,5930797
1358458285,17690649
650067382,19138821
1881373644,27410437
1079693590,44830265
82371649,273119
1990660302,2100262
2041042967,38302199
1745355323,24181921
357626827,25337458
550557709,30404152
2065822600,27033520
1884847148,33847537
63240694,40703751
148601568,3546541
1972765916,5452143
608936534,41478190
2058785060,18705104
1413419956,14812529
1047698781,42753277
1194762613,38733309
735284814,8151334
802939805,33743320
1648977848,905192
532994678,7088400
1565193330,15053544
1726437005,21379271
2091456928,29326728
1825350523,36512926
253775072,15732427
1816226657,39962047
1842050033,29859410
1519481245,16347266
1070821612,29318853
557080555,43798513
231743972,27645115
1901334447,22001305
325942881,35783999
391889473,26055298
184996575,15009926
922683102,6996188
1964629036,13711404
895093954,47362238
719416315,5612613
1073019591,32035743
176524368,37094886
1329263976,38723640
1516882705,14454962
1305758519,22894091
1581973088,33129711
795941707,42380802
2109398679,19349131
963052072,32638919
431034914,9536195
564399178,25805060
1243250306,15918903
1772142112,2463684
1566899404,7843656
1478302828,44424042
1591648528,11236488
1720926032,7457448
1866515652,30057078
1541433823,44039612
1368969105,41641143
1512687161,14285865
1421646167,13295155
844506946,3475585
1588195813,37849965
176793362,40165333
1290142372,32919533
117353587,39530436
1207889265,5107382
1751225823,29457928
972733285,27313265
2142835830,20686189
268136318,10997394
559180520,30130135
2029121195,43190417
697929895,5383738
1981928952,28993038
1345496888,35887276
429578330,22141838
1248281726,37555576
1192163654,24350781
1218932007,38030277
1928017333,28243271
1957796636,24177634
829175298,26603831
318487088,8336642
1205512045,16095563
1622505642,31201502
1332087486,20651770
1778817952,16552095
978341311,36048263
147205244,15559380
1833020166,41925615
808480147,46184123
730012471,27742695
1156048155,31574789
1124990118,21310001
950978902,33564143
2133970291,11414233
1859080601,2525893
80983984,34598467
288954511,37456771
1587797749,34430384
1106409037,11536123
827663810,18946673
1904644745,6648378
1105888187,25054246
100519902,4357018
1397337085,5270014
1596656076,18532567
1448402324,21542756
1110429957,7773440
1312630419,2901003
1313787407,3421039
939311744,13622266
348481867,46297071
701259694,21554893
1931174724,5851521
1973493369,47042081
1876661931,5739338
1375203977,30132470
2000902559,13353813
796943128,8213206
1731539296,37152618
2081858668,34049161
1839339142,4012852
556944814,30540612
28922321,32253208
180412483,41331696
2109045312,4337116
958278520,26481755
301803983,13656473
1469260621,1580085
375594805,36029555
1040427269,20682439
1832562741,41262439
1238398453,14442539
1193696136,4102739
679487700,5315391
1965835461,40303568
1711869645,10523062
1838044713,28976160
1723838806,9260641
768285401,42779545
608666976,28679884
1775977748,40463545
1546922076,4557852
1288880407,29103272
418024334,9531699
359406630,46328304
1120996406,2778919
1625600951,31100303
1883687008,29480676
1622409915,47013253
2083448006,42271195
492142597,23353872
1552764843,34809390
1507603213,6380712
747070761,1357697
1812302207,38421788
326818048,5288221
897540717,41965572
1339140243,26946321
1592733007,12470895
1970380552,2413795
1098074077,3820740
1799211709,40018074
200041020,35805589
1112729101,28772117
2099255300,44621939
1603169207,2462591
629966482,10670472
544830679,19863157
1128186391,25031879
404538868,12914912
1089324375,8353679
939756690,16503874
2013387937,8159420
1550253917,21834673
786182879,29524662
537373123,16757808
2120934695,31245085
938109149,24302840
1940684810,23393531
276179308,23514771
1525760982,15927953
476804737,22881256
1386901660,33926568
40045420,35899816
790331967,30444078
875833154,39405035
2052926249,32555792
2103433447,34547760
129320976,5940596
238539977,32000841
553439372,12494503
1631336027,14051809
1015092282,41052996
601506140,3456892
1196312634,30923121
1919243833,3930776
594908465,47775708
2010443578,6416251
1583418568,18740213
1873012060,12810352
1945020467,25622349
15038768,43575632
1972350442,32304331
814375798,27128726
621005356,26273131
2010479566,11919352
295591342,38860359
172630657,10264626
267434407,24109771
1742514145,35621472
873824973,13371172
494759191,7252237
1831534866,18170380
900874409,25094501
601755218,40698380
1721863898,30783919
1172960446,31152404
1065259888,27899734
1083379708,17756073
2101483319,25468953
1779752448,1276396
107081920,428461
312736365,25492460
2101664526,16882521
1976957121,43740620
12058946,17944214
1304106205,17280547
1782795742,15155121
672998055,19024764
1371124950,19171622
1629550343,23298595
1305694172,3567310
651332647,8579716
1469602035,20609079
532904300,34189936
499395470,2278335
1940807669,5882683
147392583,35627380
1400253000,22532237
1955432817,28076355
1275918064,32747157
2140509127,376369
628631743,12176811
635576099,8048351
72574795,20862337
1924752407,661683
1071049789,3488666
1779441152,17038346
2052803958,17383128
1867729589,22264601
1438275988,2167660
1345648815,18444695
974606400,4444406
1139489647,33996917
1812857030,20397209
674012882,29441896
729979472,11870576
823707584,14267261
995669347,47715187
200839985,11440320
663459205,2507552
1155734430,3290204
1033835311,40065339
521769547,36023711
280180078,17885104
946628340,46927271
1330823364,28588026
507197174,2568794
1888095791,21747896
2079456865,10629029
1094157333,42091471
1182581931,38327442
1440363043,2717940
93102882,46435141
304522764,20111279
1830012984,40864977
694078395,8890699
7048079,17345419
1053927671,676554
816292876,23626768
48233383,28213217
1098698634,24508381
133763341,39982437
10901393,43859980
1284309765,18814834
591305551,31269263
768372906,39663358
314633532,34853736
596775154,37647012
304029996,4851843
73583691,30873928
1111204031,18808971
185475086,7267557
1036403851,4719062
1993630154,1702860
1825059086,39456823
427149670,957225
1814978741,7954212
1376247982,16912715
1561688102,21339296
1730966873,25195068
784608403,24339676
1089686246,41977516
1139605058,38765962
2131992792,26599427
138147248,31546077
192886119,1751151
1323724621,47861879
1324741890,25208019
1171869234,33398381
80560725,33390570
1690458083,43937252
442994108,28696
92198020,17281453
390643792,29948941
1851830642,36827935
1103243029,17473335
1995318007,15117628
8090006,44573441
1839914690,43212742
1345892489,44789145
1907967488,25184507
1580979374,15658108
1843106667,10073313
538605063,26941455
2078242859,34283836
576438967,23148211
736819201,7427676
1558786314,17836431
1212346942,23209780
1802697767,45749086
498147140,30011501
304163639,19257144
119249800,15289217
683713036,17045543
944527607,2193658
1700043853,7384964
174681942,7163152
278590045,34840559
678646361,6350450
1779587613,2004512
23103344,22550812
772542617,1337830
562556875,1068943
2054043392,40806969
297698604,33009526
1899573155,16026868
458941360,17158125
1817642771,28450656
1233272039,7412888
65575584,36343942
826376398,2357339
1182918404,38960058
1607992811,11457189
2130632982,28485071
947090403,15365285
984154541,5326048
1575325627,7153283
1077334203,17255974
655037286,4882939
634354320,32651714
1851591417,9253331
1832090295,13207230
1031775369,37403436
1222398379,12889758
1099864364,26858020
6825894,24622916
550441831,6650463
454301633,5474902
2035828528,4883180
2146361020,1536927
66007241,38610849
1973757652,16425646
287346123,41030111
1444387622,4208909
1256832219,27700783
979330433,21090434
942065636,38774206
1906505674,690499
1098531429,1817576
60701054,22509097
752996947,39978289
659200008,34392078
1760653534,31497752
1869661089,28469799
807148290,720761
1318204178,7490208
1732517587,20782710
1319370888,12643422
397127294,27470788
1734310781,19655605
710643716,32420477
1285239035,3745407
1265017674,42044275
928713250,11941339
2146939378,5948385
846647124,15429076
1412442495,14989201
568789502,47111144
363885653,39945763
1003175827,21994554
1979596579,32702044
1676337198,36133854
511217945,38546852
304129540,36217712
323924461,17534557
1814907428,13786715
1440719862,42529735
683189731,32545649
2056246508,36456511
2138914806,24532642
245136573,44958345
771516862,7794396
801782182,27541219
937843618,17795726
1351464367,8263319
1191350506,5020088
1358944219,25695460
1102879167,27136772
618682872,39732623
1377244339,21773796
1725501178,16884808
1204506668,16217209
1577367680,36115175
762505241,43106846
367278065,19970664
1846591,22347471
683147984,9261859
646472471,10682647
1296693816,43654259
773228648,3675825
1946666513,35802381
1585404290,43924059
736964441,13237465
1629587216,36859300
362806359,15046200
1200187647,29834194
368702529,41593914
1638035861,16327110
1176309909,30260963
982293994,34768629
1156895420,44120058
413990424,4522464
1842353536,7488081
732023304,4088400
1271458082,14172194
1338729778,43395620
531058980,30110232
1548235700,6636975
973336622,20818447
1269253757,41916091
515383914,36385572
205330197,13296171
1239209006,25386113
546241772,386910
280847504,19947406
685963584,42641672
521169190,3325364
48536127,12788156
1818420386,33353623
271413633,29462986
19156896,45002765
1557776093,8076591
2017077197,1378995
1888442337,25475131
1844835543,39203881
1585058268,23191755
1171708569,19151403
1432170310,21308936
1665859674,23533599
1099545410,45026528
1155073153,31408489
1666037045,1028570
343945736,8436689
1280459895,2417296
2133156473,28500445
2039942615,7746872
1618681992,42081096
1649748344,10636415
438903606,43617392
1897117523,15088404
508758258,16159880
191482132,16849080
296003783,46781617
1264680628,14076689
1943182278,34753230
89160029,12006994
1533625076,30953175
626322376,5127604
601524801,6250
1300210122,14418064
641168964,28464661
107400998,4494244
2130499839,24292830
249763292,3175790
2016421842,10792000
1759210199,38195716
1296697611,41255182
980559847,19100782
1336882195,37982622
2117564801,7868970
1403440092,4524342
372844561,179818
1148831112,23961242
231298651,27369423
1088828384,47126240
1179922830,32160000
964004526,41206950
1635285590,8573199
909369717,30779054
1280739208,8401838
1139939622,3806954
587453041,39932891
864547424,39475415
1824403119,562600
183261008,10977598
1444160100,29678857
865386011,41681054
1014585637,23961047
1038366766,13507919
1310208823,3264638
1396760068,13249370
992018586,14274807
1798614789,5616496
112321400,46038171
1561308440,37487652
174755973,24298583
1301215104,223909
1101821065,13446313
1519380697,11348375
1694484234,37256705
930971928,9009433
1412551688,34896450
256946052,19237462
687579699,16291400
2078096366,8991164
137679693,29895176
1964855818,30886394
939810412,41588186
1311274723,999448
949734355,18743399
1193276340,9409254
859975969,4979591
1120445474,10175117
963569136,27930865
2130505106,24323329
1888696517,12493093
307647822,40499629
619331058,444817
52519852,6024116
376672412,46875625
619819375,2677231
1842507581,34141647
1121697834,12626808
1300256705,23485651
152867048,2776328
498590214,32154606
1442464431,915841
98186373,20354679
1226022734,33350486
1305823886,25383127
389189559,1520211
1693633195,27241936
1044404474,9441051
1561804830,14951277
1544513511,3855115
1419062310,32559512
1692940358,26514155
1382431979,15354872
217060082,31558651
477007410,43486713
2012305591,23607971
1249637406,13124526
283815234,1612005
1219716331,25667145
1847150368,25916077
789781713,29104309
1664535047,22578907
1027457977,34398491
1796116403,24827310
891333219,36285310
1354460277,31084819
658099461,31870009
181232508,278535
475130215,19971933
1705846659,18669385
1957304311,10692366
725374042,45264236
535998076,45366501
1706956734,37785355
1308750050,44004164
958721439,36271424
2133808067,41633548
1251724802,4282271
289916724,43594390
1704169438,12575806
1588190171,17631239
797097935,36951418
800654756,16818516
442489148,43353242
405613802,13060214
988661571,9432873
1980120300,17577204
1513196726,16730143
2062317322,37041368
1882410793,10610525
476248197,20873371
1647327707,20264421
1901036315,19376094
160311230,15546942
648501807,19406657
1537645954,12485751
6452624,2839944
1659836040,34680905
58579165,3754290
942613600,39498290
77152016,32682181
694445719,36682367
912534056,321111
2129738903,15525061
2061918698,36787557
1162569015,22251320
1350859070,39849514
1839787224,29619667
1996761843,45993592
913946812,7669069
2109035625,26831289
810149287,16308140
667097243,1112204
969170465,44382960
696135465,6163185
578841005,4300735
1845995648,6675366
1313551275,30949149
1264187919,40457646
887451003,21594709
856254594,19355534
1469153943,35461196
341672973,1856847
1543271024,5395767
265623066,2646358
208106303,8247443
1846137609,12432618
1932836320,7003376
1566373795,44640112
1808003135,20784573
283313652,41626356
976707361,40389139
1064935255,47950543
661709272,6859938
104958377,12960507
392270446,12104427
1849160248,6437751
1747991270,42711424
773884877,42139864
962787425,12868706
875430665,43272528
2051380720,39378933
1673808277,27077969
1799326521,15060061
1944553326,45521511
1757611801,24203451
1018435910,17275464
151326352,24726843
1150860263,16633828
897887568,44759357
28150401,26465251
1445132059,10895893
1986279721,23891482
500834016,43103149
924684934,14756266
1546647257,5604810
778164804,20114388
2047161980,8131989
497728530,18222066
337756045,16342508
974525074,2775988
2006823210,41462971
1943373950,22027103
1788555372,44853667
902375683,34714725
1460750672,7898224
1190293359,41426495
2063246350,16251229
1124119171,7329811
1850894199,17569722
173573447,43423328
1350466548,18535922
679745839,40011331
112124903,24814472
1476309575,32019118
269248670,45518126
281571243,34696471
834484140,14417739
738046711,22050783
861227030,26970533
1749369404,43753881
282630295,22499218
1319864887,21340440
1112777130,7177158
298103383,12037835
372742618,2534048
1795012208,23930691
442434310,42877920
223455906,20357140
25177348,34972061
542442356,26183820
703995178,23181765
119375610,5361777
1965441451,42301729
1643568466,44300941
54168867,27280824
688474018,8211399
388384605,28329500
123014977,9593329
1018207090,26111068
1494607307,24123419
228916106,16438629
1676644030,25965968
853508008,40540409
164798551,24258884
1084812938,8011740
2030813906,28038265
12445922,41193794
1691322781,11645625
419900140,17188444
1946119606,39726331
886791279,32641012
831609277,448429
1664537012,5513285
1727538054,9495753
363631303,24599735
2070066319,23565849
312941568,24872676
190975230,42792996
1089685571,22167992
1387922773,41496513
807102745,14108330
442836719,2573654
1509748401,39335751
230326934,13100476
1919208521,8616194
1463836548,27591482
231533417,32722206
1731442072,46137381
1207105314,4857362
112375098,31681477
425888815,38337134
1676626416,32788364
1163975632,37286292
2005894991,16409063
617255708,18259728
1573552780,39351880
198632987,32120697
1074426665,20835819
733163436,30027490
241063640,20462842
2112694084,2649772
1476041037,32893033
64719838,28453756
229006242,23692506
228392309,7143675
299780207,2523769
449385871,28944754
1519559429,36964027
129287408,45580716
1060632987,3975339
1488662239,6438207
727859248,23444200
756112127,28834416
1606405966,46800799
786817871,29018495
1845110914,13316690
678175964,28381090
1929613301,46883247
1110563085,32424016
543051407,39504685
534381862,9068165
768347073,22732952
152072473,23637315
2055600383,3334460
1759931361,26547777
14879891,14824487
367214620,23298467
1725139160,15397482
537064740,43377458
1406626451,24133615
484975664,24306202
748685049,33186729
1477015307,9354712
544050502,42614457
1649051276,6969060
1403005697,35260256
876926968,6254136
574634448,9527005
806537516,5847670
1950201058,7703381
680492354,30130984
1634919976,18975742
1861136023,42399338
1852779090,36595113
1338917012,15067636
272158141,27415112
1146220591,29245021
837971591,6579567
2118180017,20785225
1693182700,33336947
1283573689,15684576
161907109,4726351
339846368,7424122
458349901,4436300
1039583299,2754390
821180602,4792549
381232081,25641641
70034994,41670980
1626674258,28276066
1421336443,42542236
1408645616,22407847
1068504383,15380444
788274770,11884125
655846883,2983171
894718015,38220829
1640400054,24706312
2067314180,39593053
477689927,14100795
723428785,42849582
1892801987,7072017
1385372778,8669960
490689404,9469001
833200083,4338588
1977710546,14113883
2120273955,10618163
1072192149,18311504
943345515,32965575
1945782318,6101843
1867792421,31801137
2107068530,6110204
1509404697,8406552
1470369862,375939
263366519,37838117
928414279,26319791
1886769185,33464579
1406234149,38834935
873082841,41843440
116173096,13731784
2093243192,48261342
227975390,22677090
2118316109,37917129
413730725,28338807
948057434,29818874
661668096,22967037
1781549871,5239386
1862197689,28607064
1602353393,9231682
1114275678,35913386
1990552166,30125192
1398442640,26375282
311504505,31483536
1393018175,11272680
1991439490,23196613
510801802,40073538
48604513,17672030
976236385,8703420
1606687852,28872284
1246332909,46046804
1200721383,15524864
1935878474,436721
247768640,46996208
161824206,30672526
236710499,33836281
1287286275,24459008
649888360,28099156
2140378160,35733254
1070784997,11763117
532826709,18695390
529252801,24006351
1140760418,45766485
582268580,1456922
1188262821,15443477
1472087348,15936234
889941422,42565219
864662939,29423632
1636892588,33748286
751048458,27609703
1427376683,403177
34164562,15719014
361671709,3934602
953346027,25246982
1691939173,18864193
730414813,41130218
278982021,14061109
533290300,14556084
600983434,3771859
2042137471,6411018
404418984,4575729
1938743280,37605159
184364998,15928239
188086453,34159033
1377934753,734096
155043963,35854834
804133866,12589163
595546291,30506163
758202509,24458875
15737284,37723879
830695026,5801334
653777184,23230846
1860735595,31225476
1437708188,15434735
1756532483,7337563
1389436963,34450674
206572719,45189955
1795606172,8056348
1680110817,19680432
678082835,279557
754062892,34245105
1051299690,37875002
720741430,1835373
1265760121,33264237
1058582421,24118695
626164144,30801679
1092709083,23580134
1533236910,36235123
729423060,1262904
688646840,13841004
1451204584,42413592
164402661,26994202
1856292606,21878259
461597069,14714255
1469935552,21948641
2080709222,34365596
343985399,2209974
1661769066,31133310
1357911280,11459168
865285202,41546817
418275877,8200710
1459085269,34313687
475937957,42277812
1297566199,28033233
50889432,27860112
976837402,31913439
486898239,12301519
1886344380,8688340
354191963,10307101
273595483,29372442
1832548753,8244845
1747359878,12942785
492680743,17954999
1336077563,4103293
354187699,20591353
832751522,32383382
1174005524,39304003
1326488338,17054143
681597161,30657487
2008862417,20932719
1366126036,2229916
711765596,23409702
1697700974,22111513
1077594989,45619252
1058923200,30815166
302498114,29239733
868718273,40727402
1854263187,39821172
195259674,41153370
1334508596,35144376
1266854541,39093900
953506583,42023151
1080143124,19927685
658783371,21640199
1946443471,19204817
1068033648,8548168
794889827,21688033
80114783,24232514
229047052,9809076
314170744,10187269
809771064,6880761
179584121,19387989
625038024,29996400
1604854130,42841445
185210009,20526024
1756847193,33297409
2052316250,24679023
1897942466,12487218
1186704180,24944414
24054496,13068607
1004346803,213390
518387988,15629116
1688829653,25664145
666305087,591148
977209796,17136820
669860014,3582324
1490656252,16962783
534264240,1429826
1917282367,34500541
268716817,19757074
1848578834,13982533
1610438119,7769815
150565400,4652590
1443500291,38377880
1788435940,26377614
21304149,1524888
1240124708,10481924
866758423,15462272
1071777430,43767476
348486495,28980400
242767402,19898425
675814457,17366058
633779249,32582910
1468312828,36474948
333206388,17946002
181930949,37113717
180022915,44343176
1378847502,20312780
123327103,22868549
1404322654,6231590
1003520023,25349493
174155475,16752547
1821527103,32780737
1068208983,47680668
434370668,32524940
1507583987,24512254
1376578175,15295691
1423567749,13688549
414737101,9162090
1331551006,21816852
11392010,39483628
827803506,87064
1673131704,1529565
45843121,27994207
1267021789,24012373
1753782694,13400082
1468181012,36605564
1444262099,16731032
835523862,14083382
615891154,9907648
553506034,47237009
146420447,22766952
1644850249,32994333
510076208,8497192
1923243961,49046087
39008491,20093981
1876246151,29104897
1673078322,18918737
2034726326,30200415
1776689049,44054917
1957235969,26929
755881810,1985644
763714603,35745145
1414856943,43265178
2036342515,36687740
1405443107,17463099
151157022,45396686
1086656455,30349614
118578176,27814731
300717475,30030497
2069011219,38453155
63085880,47760262
746150472,21712889
704032501,16135371
2044088860,35479215
1334588229,21420262
1647257575,7257157
1696428789,13987327
1230685914,16538607
1052073345,9311783
1897579422,12937812
1341275515,15340604
948292000,11954814
2116022538,5557427
1026930172,27668379
1883665524,38482091
1565591534,39321096
1272356913,36393484
941091182,39225504
23686776,37969683
1313680478,14951435
545603396,13594831
1053043132,9442732
447327858,18424239
2132437848,37865966
977386447,42528902
1638430995,30697245
925881906,37013443
1562801720,553356
720575698,10791925
2042268384,9116575
1921559595,43943520
173647205,19011844
1889193254,45051811
1942383551,13072374
996425152,44904143
304850754,15215305
1607704106,22603280
1185987238,7622859
822515191,36572104
769093074,41161232
692506393,328347
1245409985,605855
974378027,41580768
1241598842,11144483
1560889869,19050364
174001793,10272863
1908814569,32016807
1575169310,43680457
1047238065,1756341
835465883,5147499
1800749408,23510180
1041963422,17286638
609526992,16762149
1460923158,26020235
342230662,763103
1941390029,46195510
399832716,24233881
621938105,40611376
2031334949,42714280
2045584134,31479637
1995339394,25259216
1638487506,21496664
1001732002,20549733
1440782876,40932627
143072526,20881636
1927667195,26661187
1472473932,13325770
1204682805,22175234
377237175,25040218
1441988574,23733443
1251032581,13740729
872179122,42482934
969357718,46623187
1792559771,11031673
1593620672,92212
1509795330,6734062
1572446006,23186602
1862976121,10940666
546523809,12853819
480158197,1183373
1004557332,35397029
1108848326,2749571
1252913785,40472962
1283526641,496591
191737931,16314839
1582079735,43059465
516943132,20625578
2099545508,18801038
2010868700,17567041
316912604,36067572
1630569825,37113494
168031461,15412083
555004313,35975519
1358091136,26610575
218199743,10746680
836174334,41963035
788299378,637321
1002624617,8004890
1378538542,38916978
1682499870,20349665
799159875,36010999
2027572523,14738224
980665370,26170785
738159093,42947215
1815907735,42967777
1804239808,41388119
2076240612,37526752
809001604,35979800
255656520,17881216
1774865955,20225627
641388477,6478385
983270799,759643
1437553540,28760497
1642805858,24996970
159994029,21008806
456916377,11186280
323702308,9912184
676663859,38166171
1730836674,9129812
1408663387,35226727
1991834430,21323953
1976702458,24433716
198883212,10423456
1505680768,23128902
649226890,24078194
1092950441,32798542
448346626,11152346
325001188,26928741
903986584,37671145
985043652,41659584
1227006408,32317423
623083505,38503717
1171535008,10171910
245588037,1211087
1512562688,30924206
765529516,58525
1404179874,20312592
1206664260,3229923
892901225,38847445
777298307,13738023
609192146,16379287
221683713,13979987
689432564,38417772
77997948,15522108
402245791,46126458
1511476858,3556007
1248634358,21162599
250428502,17630436
817448324,19447974
2017191725,1618134
1276176836,30026972
1646467816,24375717
1840889530,28937061
799436544,39041688
378470871,37905667
1603113637,38499829
996855915,19232298
538188739,1131568
1341530534,7556403
773118494,19821397
609071379,21760210
245008472,32011152
128716706,31830791
1143985791,21154411
150706632,20318432
568541879,17645409
947471791,26169386
1632583965,910530
335755738,26672009
1445824208,4134295
162926555,25226035
324748150,43316666
176086997,27696083
1376574453,10908952
703643179,7993700
1109392959,34883708
1749901723,36526686
1098000689,18766799
836288436,30474264
529290872,1618767
422894796,30180144
1961286560,24569825
1504876934,33865424
1678614313,40667589
1966964193,17353555
986642651,3688139
545413269,19873528
1963562520,22609243
2067328997,33092296
609963923,29684540
1567324269,21741464
1076119752,11806816
746747513,31730885
1854106784,25356684
2019378960,20092375
1162680622,36533947
1801474339,28755637
1384601116,38995568
1064794195,13261250
750996880,14405681
1439873054,5591376
1999249396,32939149
1136523713,36611727
2146270165,20411464
626866590,27745755
2144701601,9544168
840041017,18469631
703680106,7067195
1937517158,32872453
947720191,31042221
1199580311,46245974
603946477,31751948
771107814,16126089
246630780,14651538
1332634054,3377905
438232368,25620048
1222915307,23606843
1521233834,33442299
1746134419,42675959
1995224750,31465979
286348387,30043284
281177678,3508365
1607261076,20010776
1014562599,41018705
1553019029,27998195
91142823,566176
220782474,32510185
1532608723,42170312
485444965,16190625
804951561,37566155
2108745085,39065929
1607574370,30519001
1511969211,14280956
537294086,8467679
633838860,14841697
1757782121,29291218
1469540533,42623394
2039956296,9693809
1510912952,20577957
238199192,23214854
2073873772,23771035
1990445485,3776851
1678801994,4832573
1639990361,5686220
465297287,19311092
1335503667,19185737
777577982,35279943
220743032,3864961
1761570399,18876871
1280586826,14850319
1407094442,40550390
827378125,42554440
1619054199,27878416
1541798814,6191726
1414888691,1670359
1894979055,47567588
710112502,687718
1333853572,43678790
1151202699,44138014
838313711,20844477
1766869024,40279536
1117793086,30595040
126790315,20973081
95810878,5908509
1192354436,8920951
419460828,7549174
840522336,45887165
1445652932,4676490
1208305522,33984045
53046710,25124773
1387300995,46003438
67637654,27200357
1508036805,46809546
2114051470,34174298
429491430,18896073
1346352171,6348372
1406938061,12549629
101616763,8785675
424555504,24925427
1896320158,23148519
714430338,45878235
449274025,13865325
1000554676,6347792
508784611,33509860
1588345140,47023706
552039724,607680
1317400348,6689322
2140411487,17945001
500591180,10874786
175893382,10856366
945760413,29228858
1590661832,38921139
472813142,39285706
883285040,32820880
991044378,31609257
149374383,10464765
1600911148,32627171
807399710,1910959
1140405837,10703793
1070060959,7147858
127998922,5295003
76652896,29543094
1615710791,32624185
1832960673,21194908
474206182,10582844
579307667,27527640
22262023,31271763
486128668,30435089
1847973982,28078928
1409167039,3703319
728388264,16624905
470215356,29899301
1864042146,40658986
1302654402,19415799
199677833,28777208
360262154,6948386
192923676,6167258
2029822552,23274490
2031744734,15487372
2123127162,35490054
